<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2025.08.25	07:00:00	0.80261	0.80305	0.80251	0.80286	513	0	12
2025.08.25	08:00:00	0.80288	0.80341	0.80288	0.80325	799	0	12
2025.08.25	09:00:00	0.80324	0.80330	0.80192	0.80216	1356	0	12
2025.08.25	10:00:00	0.80216	0.80266	0.80161	0.80236	1214	0	12
2025.08.25	11:00:00	0.80238	0.80255	0.80155	0.80184	1198	0	12
2025.08.25	12:00:00	0.80186	0.80242	0.80173	0.80225	1014	0	12
2025.08.25	13:00:00	0.80226	0.80279	0.80218	0.80267	1185	0	12
2025.08.25	14:00:00	0.80267	0.80272	0.80196	0.80198	1067	0	12
2025.08.25	15:00:00	0.80198	0.80255	0.80195	0.80233	943	0	12
2025.08.25	16:00:00	0.80233	0.80266	0.80190	0.80227	1284	0	12
2025.08.25	17:00:00	0.80225	0.80311	0.80216	0.80294	1438	0	12
2025.08.25	18:00:00	0.80295	0.80364	0.80259	0.80340	1376	0	12
2025.08.25	19:00:00	0.80342	0.80449	0.80331	0.80409	1006	0	12
2025.08.25	20:00:00	0.80407	0.80484	0.80402	0.80455	1063	0	12
2025.08.25	21:00:00	0.80455	0.80616	0.80445	0.80596	1265	0	12
2025.08.25	22:00:00	0.80596	0.80705	0.80587	0.80680	1262	0	12
2025.08.25	23:00:00	0.80679	0.80679	0.80553	0.80560	913	0	12
2025.08.26	00:00:00	0.80520	0.80591	0.80503	0.80522	503	0	45
2025.08.26	01:00:00	0.80527	0.80603	0.80527	0.80591	470	0	17
2025.08.26	02:00:00	0.80591	0.80627	0.80581	0.80617	563	0	12
2025.08.26	03:00:00	0.80617	0.80660	0.80267	0.80340	3507	0	12
2025.08.26	04:00:00	0.80341	0.80453	0.80337	0.80420	1630	0	12
2025.08.26	05:00:00	0.80419	0.80500	0.80379	0.80457	1472	0	12
2025.08.26	06:00:00	0.80455	0.80574	0.80454	0.80565	1295	0	12
2025.08.26	07:00:00	0.80562	0.80584	0.80533	0.80538	996	0	12
2025.08.26	08:00:00	0.80538	0.80576	0.80482	0.80503	1177	0	12
2025.08.26	09:00:00	0.80504	0.80672	0.80504	0.80660	1971	0	12
2025.08.26	10:00:00	0.80661	0.80717	0.80570	0.80581	2639	0	12
2025.08.26	11:00:00	0.80580	0.80704	0.80561	0.80667	1761	0	12
2025.08.26	12:00:00	0.80667	0.80675	0.80555	0.80572	1430	0	12
2025.08.26	13:00:00	0.80573	0.80638	0.80556	0.80570	1161	0	12
2025.08.26	14:00:00	0.80572	0.80588	0.80422	0.80464	1472	0	12
2025.08.26	15:00:00	0.80464	0.80464	0.80370	0.80443	1904	0	12
2025.08.26	16:00:00	0.80447	0.80514	0.80411	0.80415	2018	0	12
2025.08.26	17:00:00	0.80417	0.80497	0.80350	0.80385	2458	0	12
2025.08.26	18:00:00	0.80385	0.80396	0.80303	0.80307	2019	0	12
2025.08.26	19:00:00	0.80305	0.80332	0.80250	0.80325	1426	0	12
2025.08.26	20:00:00	0.80324	0.80359	0.80286	0.80358	1485	0	12
2025.08.26	21:00:00	0.80359	0.80393	0.80298	0.80319	1190	0	12
2025.08.26	22:00:00	0.80318	0.80339	0.80286	0.80333	854	0	12
2025.08.26	23:00:00	0.80334	0.80376	0.80310	0.80314	618	0	12
2025.08.27	00:00:00	0.80242	0.80462	0.80212	0.80296	1060	0	26
2025.08.27	01:00:00	0.80294	0.80361	0.80282	0.80346	544	0	13
2025.08.27	02:00:00	0.80346	0.80382	0.80334	0.80375	679	0	14
2025.08.27	03:00:00	0.80375	0.80410	0.80352	0.80400	1083	0	12
2025.08.27	04:00:00	0.80400	0.80437	0.80367	0.80431	1322	0	12
2025.08.27	05:00:00	0.80432	0.80486	0.80430	0.80443	900	0	12
2025.08.27	06:00:00	0.80444	0.80476	0.80426	0.80464	623	0	12
2025.08.27	07:00:00	0.80464	0.80527	0.80463	0.80518	854	0	12
2025.08.27	08:00:00	0.80519	0.80536	0.80486	0.80506	689	0	12
2025.08.27	09:00:00	0.80505	0.80545	0.80491	0.80527	981	0	12
2025.08.27	10:00:00	0.80527	0.80611	0.80511	0.80561	1413	0	12
2025.08.27	11:00:00	0.80560	0.80758	0.80559	0.80638	1504	0	12
2025.08.27	12:00:00	0.80638	0.80684	0.80591	0.80680	1170	0	12
2025.08.27	13:00:00	0.80681	0.80719	0.80654	0.80706	1087	0	12
2025.08.27	14:00:00	0.80706	0.80723	0.80640	0.80682	1002	0	12
2025.08.27	15:00:00	0.80682	0.80684	0.80485	0.80512	1651	0	12
2025.08.27	16:00:00	0.80512	0.80550	0.80443	0.80481	1875	0	12
2025.08.27	17:00:00	0.80483	0.80500	0.80380	0.80388	2045	0	12
2025.08.27	18:00:00	0.80388	0.80399	0.80296	0.80372	1788	0	12
2025.08.27	19:00:00	0.80373	0.80380	0.80147	0.80187	1410	0	12
2025.08.27	20:00:00	0.80187	0.80242	0.80152	0.80198	1321	0	12
2025.08.27	21:00:00	0.80198	0.80258	0.80195	0.80248	968	0	12
2025.08.27	22:00:00	0.80249	0.80278	0.80220	0.80235	829	0	12
2025.08.27	23:00:00	0.80234	0.80261	0.80215	0.80222	546	0	12
2025.08.28	00:00:00	0.80206	0.80258	0.80171	0.80186	1236	0	23
2025.08.28	01:00:00	0.80200	0.80217	0.80165	0.80169	598	0	13
2025.08.28	02:00:00	0.80167	0.80172	0.80143	0.80148	655	0	12
2025.08.28	03:00:00	0.80148	0.80179	0.80141	0.80163	1000	0	12
2025.08.28	04:00:00	0.80164	0.80175	0.80127	0.80145	1156	0	12
2025.08.28	05:00:00	0.80147	0.80152	0.80103	0.80107	918	0	12
2025.08.28	06:00:00	0.80108	0.80135	0.80093	0.80127	882	0	12
2025.08.28	07:00:00	0.80127	0.80153	0.80125	0.80146	895	0	14
2025.08.28	08:00:00	0.80147	0.80188	0.80147	0.80168	671	0	12
2025.08.28	09:00:00	0.80168	0.80209	0.80131	0.80169	1208	0	12
2025.08.28	10:00:00	0.80169	0.80183	0.80107	0.80114	1362	0	12
2025.08.28	11:00:00	0.80116	0.80186	0.80094	0.80112	1305	0	12
2025.08.28	12:00:00	0.80111	0.80111	0.80026	0.80074	1110	0	12
2025.08.28	13:00:00	0.80074	0.80080	0.79936	0.79954	1351	0	12
2025.08.28	14:00:00	0.79955	0.80173	0.79933	0.80109	1368	0	12
2025.08.28	15:00:00	0.80109	0.80222	0.80076	0.80194	2875	0	12
2025.08.28	16:00:00	0.80194	0.80300	0.80133	0.80157	2895	0	12
2025.08.28	17:00:00	0.80158	0.80224	0.80124	0.80187	2471	0	12
2025.08.28	18:00:00	0.80186	0.80225	0.80141	0.80163	1772	0	12
2025.08.28	19:00:00	0.80163	0.80178	0.80042	0.80042	1055	0	12
2025.08.28	20:00:00	0.80041	0.80063	0.79970	0.80059	1160	0	12
2025.08.28	21:00:00	0.80059	0.80142	0.80058	0.80122	792	0	12
2025.08.28	22:00:00	0.80122	0.80161	0.80101	0.80152	670	0	12
2025.08.28	23:00:00	0.80152	0.80186	0.80102	0.80110	473	0	12
2025.08.29	00:00:00	0.80165	0.80196	0.79936	0.80021	1272	0	50
2025.08.29	01:00:00	0.80053	0.80194	0.80052	0.80188	893	0	15
2025.08.29	02:00:00	0.80188	0.80190	0.80146	0.80173	651	0	12
2025.08.29	03:00:00	0.80172	0.80238	0.80148	0.80198	1414	0	12
2025.08.29	04:00:00	0.80198	0.80310	0.80185	0.80297	1260	0	12
2025.08.29	05:00:00	0.80297	0.80299	0.80257	0.80284	1063	0	12
2025.08.29	06:00:00	0.80283	0.80293	0.80238	0.80248	908	0	12
2025.08.29	07:00:00	0.80249	0.80272	0.80244	0.80245	827	0	13
2025.08.29	08:00:00	0.80245	0.80261	0.80205	0.80207	1037	0	12
2025.08.29	09:00:00	0.80208	0.80237	0.80177	0.80189	1290	0	12
2025.08.29	10:00:00	0.80189	0.80206	0.80029	0.80037	1694	0	12
2025.08.29	11:00:00	0.80037	0.80089	0.79959	0.80062	1720	0	12
2025.08.29	12:00:00	0.80062	0.80136	0.80054	0.80132	1018	0	12
2025.08.29	13:00:00	0.80132	0.80244	0.80127	0.80243	1204	0	12
2025.08.29	14:00:00	0.80243	0.80288	0.80222	0.80276	950	0	12
2025.08.29	15:00:00	0.80276	0.80344	0.80194	0.80235	2198	0	12
2025.08.29	16:00:00	0.80235	0.80266	0.80065	0.80098	2169	0	12
2025.08.29	17:00:00	0.80106	0.80120	0.79883	0.79900	3170	0	12
2025.08.29	18:00:00	0.79902	0.80027	0.79852	0.79961	2434	0	12
2025.08.29	19:00:00	0.79961	0.79998	0.79920	0.79920	1472	0	12
2025.08.29	20:00:00	0.79921	0.79975	0.79909	0.79971	1013	0	12
2025.08.29	21:00:00	0.79970	0.80024	0.79962	0.79998	711	0	12
2025.08.29	22:00:00	0.79999	0.80030	0.79983	0.80009	894	0	12
2025.08.29	23:00:00	0.80007	0.80076	0.79984	0.80023	807	0	12
2025.09.01	00:00:00	0.79845	0.79945	0.79833	0.79890	775	0	88
2025.09.01	01:00:00	0.79890	0.80109	0.79890	0.80082	626	0	12
2025.09.01	02:00:00	0.80085	0.80097	0.80054	0.80060	591	0	12
2025.09.01	03:00:00	0.80060	0.80108	0.80057	0.80062	1007	0	12
2025.09.01	04:00:00	0.80062	0.80112	0.80055	0.80077	1356	0	12
2025.09.01	05:00:00	0.80077	0.80078	0.79936	0.79948	1392	0	12
2025.09.01	06:00:00	0.79948	0.79974	0.79929	0.79952	983	0	12
2025.09.01	07:00:00	0.79953	0.79970	0.79933	0.79953	966	0	12
2025.09.01	08:00:00	0.79954	0.79958	0.79920	0.79927	757	0	12
2025.09.01	09:00:00	0.79927	0.79931	0.79871	0.79922	1324	0	12
2025.09.01	10:00:00	0.79923	0.79982	0.79884	0.79886	1262	0	12
2025.09.01	11:00:00	0.79885	0.79949	0.79854	0.79872	1184	0	12
2025.09.01	12:00:00	0.79870	0.79945	0.79861	0.79928	1203	0	12
2025.09.01	13:00:00	0.79928	0.79954	0.79903	0.79930	1053	0	12
2025.09.01	14:00:00	0.79929	0.80046	0.79889	0.80046	1047	0	12
2025.09.01	15:00:00	0.80046	0.80118	0.80038	0.80103	1290	0	12
2025.09.01	16:00:00	0.80103	0.80121	0.79994	0.80053	1435	0	12
2025.09.01	17:00:00	0.80054	0.80079	0.79993	0.80017	1430	0	12
2025.09.01	18:00:00	0.80015	0.80164	0.80009	0.80148	1148	0	12
2025.09.01	19:00:00	0.80148	0.80162	0.80110	0.80113	721	0	12
2025.09.01	20:00:00	0.80113	0.80124	0.80104	0.80106	493	0	13
2025.09.01	21:00:00	0.80106	0.80108	0.80093	0.80093	422	0	13
2025.09.01	22:00:00	0.80092	0.80092	0.80015	0.80027	564	0	12
2025.09.01	23:00:00	0.80029	0.80064	0.80020	0.80025	604	0	14
2025.09.02	00:00:00	0.79987	0.80083	0.79932	0.80014	1068	0	24
2025.09.02	01:00:00	0.80014	0.80069	0.80014	0.80041	544	0	13
2025.09.02	02:00:00	0.80040	0.80044	0.79989	0.80017	824	0	14
2025.09.02	03:00:00	0.80015	0.80123	0.80009	0.80114	1665	0	12
2025.09.02	04:00:00	0.80114	0.80149	0.80094	0.80114	1609	0	12
